State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,Kanpur,1998,Autumn,Rice,4889.9,13125.5
Tamil Nadu,Madurai,1998,Kharif,Groundnut,11276.6,18406.9
Maharashtra,Nagpur,2017,Kharif,Onion,66865.2,1826587.0
Karnataka,Bengaluru Rural,2014,Kharif,Tur,96633.6,80626.9
Rajasthan,Bikaner,2008,Rabi,Barley,18600.8,51730.2
Karnataka,Mysuru,2017,Kharif,Sunflower,39380.4,32065.6
Karnataka,Bengaluru Rural,2001,Kharif,Jowar,12059.3,10475.1
Andhra Pradesh,Anantapur,2013,Winter,Rice,9561.8,24045.7
Bihar,Bhagalpur,2021,Rabi,Maize,32798.7,134921.7
Karnataka,Belagavi,2000,Rabi,Sunflower,46784.8,39741.8
Rajasthan,Bikaner,2020,Rabi,Gram,113426.9,144347.6
Haryana,Rohtak,2007,Rabi,Wheat,36055.0,124542.4
West Bengal,Hooghly,2005,Kharif,Jute,34095.1,76550.0
Uttar Pradesh,Lucknow,2009,Kharif,Rice,10287.0,25088.2
West Bengal,Hooghly,2000,Rabi,Potato,37892.4,869367.7
Andhra Pradesh,Guntur,2001,Rabi,Sunflower,9137.9,9212.9
Bihar,Muzaffarpur,2003, Rabi ,Potato,69932.3,1976660.6
Tamil Nadu,Madurai,1999,Winter,Rice,4670.6,13289.8
Maharashtra,Pune,2014,Rabi,Jowar,33997.6,33185.2
Odisha,Sambalpur,1999,Winter,Rice,11983.1,30519.2
Andhra Pradesh,Chittoor,2020,Kharif,Groundnut,18871.9,27339.6
Andhra Pradesh,Chittoor,2005,Rabi,Groundnut,18115.1,25860.6
Tamil Nadu,Madurai,2012,Whole Year,Banana,34988.9,1704834.7
West Bengal,Nadia,2018,Winter,Rice,26065.0,79070.2
Haryana,Rohtak,2013,Rabi,Mustard,57685.7,84810.6
Bihar,Muzaffarpur,2002,Kharif,Rice,24761.5,57548.2
Tamil Nadu,Salem,2020,Whole Year,Sugarcane,29362.2,1951698.4
Punjab,Patiala,2021,Winter,Rice,7390.2,23333.6
Maharashtra,Nashik,2020,Rabi,Jowar,27578.8,26638.8
Odisha,Balasore,2004,Autumn,Rice,9247.1,21360.9
Uttar Pradesh,Varanasi,2006,Kharif,Bajra,40306.9,49744.1
Rajasthan,Jodhpur,2005,Kharif,Soybean,47249.4,59638.0
Maharashtra,Pune,2007,Kharif,Jowar,24491.5,24265.3
Assam,Guwahati,2001,Winter,Rice,17407.8,54334.9
Maharashtra,Nashik,2003,Kharif,Tur,30519.8,27953.7
Uttar Pradesh,Agra,2000,Kharif,Rice,16734.9,38214.2
Maharashtra,Kolhapur,2021,Whole Year,Sugarcane,19849.2,1381792.0
Bihar,Gaya,2019,Rabi,Maize,38123.7,134195.8
Uttar Pradesh,Varanasi,2005,Kharif,Rice,11624.2,34644.2
Maharashtra,Pune,2021,Kharif,Jowar,34897.4,33842.2
Maharashtra,Pune,2018,Rabi,Jowar,44836.6,38768.7
Maharashtra,Kolhapur,1999,Rabi,Jowar,27866.8,23480.4
Uttar Pradesh,Agra,2015,Kharif,Bajra,51994.5,56428.7
Punjab,Jalandhar,2005,Winter,Rice,9269.3,24783.6
Odisha,Cuttack,2018,Kharif,Jute,57706.7,123538.1
Karnataka,Mysuru,2019,Rabi,Groundnut,19103.8,30318.6
Bihar,Patna,2012,Rabi,Maize,43332.6,145473.5
Karnataka,Mysuru,1998,Kharif,Groundnut,11552.1,19610.2
Rajasthan,Jodhpur,2015,Kharif,Soybean,69446.4,94553.4
Rajasthan,Bikaner,2012,Rabi,Wheat,65274.5,227963.2
Tamil Nadu,Salem,2002,Whole Year,Sugarcane,29653.5,1609726.0
Rajasthan,Bikaner,2004,Rabi,Barley,19365.6,38751.0
Madhya Pradesh,Gwalior,2000, Kharif ,Soybean,25665.4,32626.4
Andhra Pradesh,Chittoor,2004,Whole Year,Banana,86745.4,2734900.8
Gujarat,Rajkot,2000,Rabi,Onion,7969.7,164164.1
Andhra Pradesh,Krishna,2021,Rabi,Maize,51458.9,210067.5
Gujarat,Vadodara,2005,Kharif,Groundnut,27298.2,38006.3
Gujarat,Rajkot,2016,Kharif,Cotton,26268.0,15514.3
Uttar Pradesh,Kanpur,2003,Winter,Rice,7876.3,23752.0
Punjab,Patiala,2015,Kharif,Rice,14145.8,34297.4
Karnataka,Mysuru,2002,Kharif,Maize,28565.8,64924.3
West Bengal,Nadia,2004,Kharif,Rice,34209.6,91046.1
Gujarat,Surat,2012,Kharif,Cotton,22637.2,12996.9
Odisha,Balasore,2019,Kharif,Rice,24215.0,91395.8
Tamil Nadu,Thanjavur,2004,Autumn,Rice,3944.5,8376.1
Karnataka,Mysuru,2000,Kharif,Tur,97032.1,86561.2
Tamil Nadu,Thanjavur,2019, Whole Year ,Sugarcane,25308.7,
West Bengal,Hooghly,2006,Kharif,Jute,31151.1,67138.2
Uttar Pradesh,Varanasi,2016,Kharif,Bajra,34841.2,44233.4
Karnataka,Bengaluru Rural,2002,Whole Year,Coconut,71220.0,607785.2
Gujarat,Ahmedabad,2011,Rabi,Groundnut,37138.9,59976.4
Uttar Pradesh,Meerut,2012,Rabi,Gram,21999.0,25184.9
Andhra Pradesh,Chittoor,2007,Kharif,Rice,12438.4,33620.0
Maharashtra,Kolhapur,2021,Rabi,Onion,56031.1,1736828.0
Kerala,Palakkad,2011,Whole Year,Coconut,83076.0,910967.3
Kerala,Thrissur,1999,Whole Year,Coconut,128301.7,1135769.4
Karnataka,Mysuru,2017,Kharif,Tur,85500.0,78651.5
Karnataka,Ballari,2007,Kharif,Maize,27528.3,97460.0
Andhra Pradesh,Guntur,2018,Kharif,Tobacco,65161.3,117859.5
Gujarat,Surat,2014,Whole Year,Banana,91592.7,3672260.8
West Bengal,Nadia,2001,Kharif,Rice,22666.7,
Karnataka,Bengaluru Rural,2015,Kharif,Onion,23715.0,443474.3
West Bengal,Murshidabad,2003,Winter,Rice,18849.2,55890.2
Tamil Nadu,Salem,2019,Kharif,Groundnut,11790.0,19913.7
Karnataka,Mysuru,2019,Rabi,Onion,26303.6,676384.4
Andhra Pradesh,Anantapur,2007,Rabi,Sunflower,13957.3,9680.6
Uttar Pradesh,Kanpur,2005,Whole Year,Sugarcane,78405.1,6337791.4
Rajasthan,Kota,2009,Rabi,Mustard,27551.1,26522.0
Assam,Dibrugarh,2018,Kharif,Jute,90644.9,217540.5
Andhra Pradesh,Chittoor,2019,Kharif,Groundnut,20407.3,31624.1
Tamil Nadu,Salem,2016,Kharif,Groundnut,12520.6,17100.2
Assam,Dibrugarh,2020,Kharif,Rice,31863.3,116540.4
Haryana,Rohtak,1999,Rabi,Wheat,22978.8,78320.3
Uttar Pradesh,Lucknow,1999,Kharif,Tur,41695.7,35925.0
Tamil Nadu,Coimbatore,2007,Whole Year,Sugarcane,21396.8,1584298.6
Madhya Pradesh,Jabalpur,2012,Kharif,Soybean,40259.1,64119.1
Karnataka,Mysuru,2006,Kharif,Groundnut,16365.5,22884.7
West Bengal,Hooghly,2007,Rabi,Potato,30691.8,762262.1
Gujarat,Rajkot,2006,Whole Year,Banana,72645.4,2894751.0
Assam,Silchar,2007,Autumn,Rice,12524.4,32492.6
Andhra Pradesh,Anantapur,2006,Kharif,Cotton,79100.9,41764.7
Madhya Pradesh,Jabalpur,2008,Rabi,Barley,41354.8,109767.5
Assam,Guwahati,2002,Autumn,Rice,11077.0,27052.6
Odisha,Cuttack,2016,Kharif,Jute,50346.5,111651.3
Punjab,Amritsar,2019,Kharif,Rice,13502.6,37201.9
Punjab,Amritsar,2010,Kharif,Rice,14893.8,48772.8
Tamil Nadu,Madurai,2000,Whole Year,Banana,42466.2,1335460.1
Odisha,Balasore,2021, Kharif ,Rice,15076.9,48465.4
Tamil Nadu,Coimbatore,2017,Kharif,Rice,8987.9,28258.8
Karnataka,Mysuru,2001,Whole Year,Sugarcane,75684.0,5074819.0
Odisha,Puri,1997,Winter,Rice,7823.1,23990.2
West Bengal,Murshidabad,2004,Rabi,Potato,34977.3,864117.9
Gujarat,Vadodara,2011,Kharif,Groundnut,28367.7,32948.4
Karnataka,Belagavi,2009,Whole Year,Sugarcane,95563.9,6186744.1
Rajasthan,Jaipur,2002,Kharif,Soybean,35564.9,42419.6
Kerala,Palakkad,2013,Whole Year,Coconut,105035.6,980844.7
Gujarat,Ahmedabad,2007,Rabi,Onion,15524.2,326323.7
Andhra Pradesh,Guntur,1997,Kharif,Rice,8857.3,22728.8
Madhya Pradesh,Bhopal,2003,Rabi,Jowar,21655.4,23500.4
Uttar Pradesh,Meerut,2006,Kharif,Tur,19678.7,14799.2
Rajasthan,Jaipur,2016,Rabi,Barley,18590.4,41194.3
Assam,Dibrugarh,2006,Autumn,Rice,11299.6,29198.6
Bihar,Patna,2009,Winter,Rice,18351.9,47521.1
Assam,Guwahati,2009,Kharif,Rice,36173.3,98448.6
Maharashtra,Nagpur,2017,Kharif,Soybean,84468.1,126187.6
Bihar,Muzaffarpur,2002,Winter,Rice,10233.9,22301.6
West Bengal,Murshidabad,2018,Rabi,Potato,58463.4,1867978.2
Maharashtra,Aurangabad,2015,Kharif,Soybean,102977.3,151644.1
Bihar,Patna,2003, Kharif ,Rice,24782.6,64252.8
Rajasthan,Kota,2011,Rabi,Barley,27069.9,61180.9
Uttar Pradesh,Varanasi,2004,Rabi,Potato,19348.5,451115.4
Madhya Pradesh,Bhopal,2013,Rabi,Jowar,33612.8,
Karnataka,Ballari,1999,Kharif,Sunflower,47850.0,37902.6
West Bengal,Hooghly,2020,Rabi,Potato,62735.9,2034248.3
Maharashtra,Aurangabad,2011,Kharif,Jowar,22558.2,18596.4
Maharashtra,Pune,2013,Kharif,Soybean,88791.7,166417.2
Rajasthan,Jaipur,2010,Rabi,Mustard,32771.2,48654.7
Andhra Pradesh,Chittoor,2011,Rabi,Sunflower,11184.1,7739.2
Karnataka,Bengaluru Rural,2014,Kharif,Sunflower,31369.4,22530.8
Andhra Pradesh,Guntur,2001, Winter ,Rice,5641.0,16159.5
Haryana,Karnal,2007,Kharif,Bajra,63928.6,69891.2
Madhya Pradesh,Gwalior,2016,Rabi,Maize,49310.7,169957.3
Gujarat,Rajkot,2010,Kharif,Onion,10631.9,197293.0
Karnataka,Bengaluru Rural,2008,Kharif,Tobacco,46370.4,87992.3
Madhya Pradesh,Bhopal,2004,Rabi,Barley,46482.6,80659.7
Maharashtra,Pune,2003,Rabi,Onion,37901.7,734868.7
Odisha,Puri,2018,Autumn,Rice,10317.1,35887.9
Uttar Pradesh,Varanasi,2017,Whole Year,Sugarcane,96472.0,7311982.8
Uttar Pradesh,Agra,2004,Kharif,Rice,16269.5,34503.2
Tamil Nadu,Madurai,2007,Kharif,Rice,5760.1,13624.9
Punjab,Ludhiana,2010,Kharif,Cotton,92999.7,42736.1
Karnataka,Mysuru,2020,Rabi,Sunflower,50996.2,42446.3
Andhra Pradesh,Anantapur,2000,Kharif,Cotton,69603.3,29145.0
Karnataka,Ballari,1999,Kharif,Sunflower,47850.0,37902.6
Tamil Nadu,Salem,2005,Whole Year,Banana,27320.4,1080540.3
Gujarat,Ahmedabad,2016,Kharif,Onion,15477.1,368075.3
Madhya Pradesh,Jabalpur,2008,Kharif,Jowar,24077.3,23513.7
Andhra Pradesh,Chittoor,2018,Kharif,Cotton,61978.5,32096.2
Tamil Nadu,Coimbatore,2014,Winter,Rice,4141.4,9124.6
Odisha,Balasore,2017,Kharif,Jute,46751.5,108838.7
Punjab,Jalandhar,1998,Rabi,Wheat,62685.6,168781.0
Madhya Pradesh,Gwalior,2009,Kharif,Soybean,36039.6,41140.2
Karnataka,Mysuru,1999,Rabi,Groundnut,15033.5,19735.6
Uttar Pradesh,Agra,2018,Rabi,Potato,33084.5,1220485.8
Maharashtra,Nashik,2012,Kharif,Soybean,95014.8,147788.0
Gujarat,Surat,1998,Rabi,Groundnut,34652.1,51651.9
Bihar,Bhagalpur,2009,Autumn,Rice,11643.0,28940.5
Punjab,Patiala,1998,Autumn,Rice,4299.6,11863.7
Karnataka,Mysuru,2016,Kharif,Tur,97100.6,87285.2
Rajasthan,Kota,2015,Rabi,Mustard,55948.4,51809.2
Karnataka,Ballari,2005,Rabi,Onion,23040.5,560047.3
Rajasthan,Kota,2002,Kharif,Bajra,73933.1,85530.2
Karnataka,Ballari,2007,Kharif,Tobacco,80838.8,160947.3
Punjab,Ludhiana,2017,Autumn,Rice,4497.8,12618.7
Gujarat,Vadodara,2007,Rabi,Groundnut,27377.0,36542.1
Haryana,Karnal,2021,Rabi,Wheat,44181.8,169518.8
Bihar,Bhagalpur,1998,Autumn,Rice,9016.1,25170.8
Madhya Pradesh,Gwalior,2016,Kharif,Jowar,27542.1,28359.0
Uttar Pradesh,Agra,2001,Rabi,Gram,14054.9,16016.0
Gujarat,Ahmedabad,2017,Whole Year,Banana,63279.0,2748123.7
Bihar,Bhagalpur,2014,Rabi,Maize,38617.3,
Haryana,Hisar,2016,Rabi,Wheat,30067.3,135240.1
Gujarat,Rajkot,2009,Rabi,Onion,15198.4,191202.4
Odisha,Balasore,2015,Winter,Rice,8949.3,20536.1
Karnataka,Belagavi,2005,Rabi,Jowar,7579.5,6984.0
Karnataka,Mysuru,2018,Rabi,Sunflower,43996.2,35907.4
Bihar,Patna,2017,Rabi,Potato,71828.3,2091840.0
Punjab,Amritsar,2017,Winter,Rice,11097.5,33281.6
Andhra Pradesh,Chittoor,2011,Winter,Rice,5615.8,15481.8
Uttar Pradesh,Varanasi,2017,Rabi,Wheat,81972.6,328250.0
Andhra Pradesh,Guntur,2011,Rabi,Groundnut,14813.2,20841.1
Andhra Pradesh,Anantapur,2011,Kharif,Tobacco,76690.9,145239.0
Maharashtra,Pune,2005,Kharif,Jowar,24532.4,19578.8
Maharashtra,Pune,2006,Whole Year,Sugarcane,19495.6,1149828.3
Bihar,Bhagalpur,2010,Rabi,Maize,29022.5,110113.7
Uttar Pradesh,Meerut,2008,Whole Year,Sugarcane,56958.5,4134697.6
Gujarat,Ahmedabad,2004,Kharif,Bajra,19268.3,17310.9
Tamil Nadu,Coimbatore,2006,Autumn,Rice,2645.7,7394.1
Uttar Pradesh,Meerut,2020,Autumn,Rice,5627.4,17881.4
Karnataka,Ballari,2004,Whole Year,Coconut,67254.4,458837.2
Maharashtra,Kolhapur,2015,Kharif,Jowar,38195.4,31136.6
Maharashtra,Nashik,2009,Whole Year,Sugarcane,17085.3,1119463.8
Gujarat,Surat,2011,Whole Year,Banana,74784.6,3021632.1
West Bengal,Nadia,2015,Autumn,Rice,12229.4,33104.9
Karnataka,Bengaluru Rural,2000,Kharif,Onion,20991.4,330041.3
Maharashtra,Kolhapur,2002,Whole Year,Sugarcane,20302.5,1069236.1
Andhra Pradesh,Krishna,2016,Kharif,Maize,30682.0,114369.2
Madhya Pradesh,Indore,2010,Rabi,Maize,41522.7,163698.4
Uttar Pradesh,Kanpur,2002,Rabi,Gram,19623.4,15435.6
Punjab,Amritsar,2019,Kharif,Rice,13502.6,37201.9
Gujarat,Ahmedabad,2008,Kharif,Groundnut,42213.4,68463.1
Karnataka,Belagavi,2012,Kharif,Onion,21973.5,489846.1
West Bengal,Nadia,2014,Autumn,Rice,9267.5,20942.5
Maharashtra,Nashik,2015,Rabi,Onion,69143.7,1493781.9
Punjab,Ludhiana,2016,Winter,Rice,5198.7,17497.6
Gujarat,Vadodara,2014,Rabi,Onion,13901.6,328052.6
Karnataka,Bengaluru Rural,2000,Whole Year,Sugarcane,108429.6,6269236.9
Uttar Pradesh,Varanasi,2020,Rabi,Wheat,117897.2,488119.8
Andhra Pradesh,Anantapur,2004,Kharif,Maize,28309.7,71263.4
Bihar,Gaya,2003, Winter ,Rice,12413.7,36734.7
Madhya Pradesh,Gwalior,2010,Rabi,Wheat,111184.3,409069.2
Madhya Pradesh,Jabalpur,2000,Rabi,Maize,20047.5,53135.6
Madhya Pradesh,Jabalpur,2007,Rabi,Jowar,18116.6,15402.2
Gujarat,Surat,2019,Rabi,Onion,17627.3,380612.4
West Bengal,Hooghly,2013,Winter,Rice,17950.5,64211.1
Andhra Pradesh,Chittoor,2009,Rabi,Sunflower,10973.3,6481.5
Madhya Pradesh,Indore,2010,Rabi,Maize,41522.7,163698.4
Kerala,Palakkad,2014,Whole Year,Coconut,73563.2,539156.7
Andhra Pradesh,Krishna,2012,Rabi,Groundnut,22552.8,31561.9
Karnataka,Bengaluru Rural,2014,Whole Year,Sugarcane,83004.6,6116862.6
Maharashtra,Nagpur,1997,Rabi,Jowar,33242.7,31150.6
Uttar Pradesh,Varanasi,2007,Rabi,Wheat,83427.3,337084.5
Bihar,Bhagalpur,1999,Winter,Rice,17078.0,42022.9
Kerala,Kottayam,1998, Whole Year ,Coconut,77899.5,711268.0
Karnataka,Mysuru,2012, Kharif ,Maize,31995.6,116278.8
Uttar Pradesh,Lucknow,1999,Kharif,Rice,13054.0,29230.4
Bihar,Patna,2001,Kharif,Rice,22698.3,67399.7
Assam,Silchar,2005,Kharif,Rice,29327.2,91315.3
Bihar,Bhagalpur,2005,Rabi,Maize,31075.5,102601.9
Bihar,Bhagalpur,2015,Kharif,Rice,,55088.4
Andhra Pradesh,Anantapur,1999,Winter,Rice,5167.4,12536.7
Tamil Nadu,Salem,1999,Rabi,Groundnut,10394.5,11744.5
Andhra Pradesh,Anantapur,2018,Kharif,Rice,13281.2,47438.3
Assam,Silchar,2015,Kharif,Rice,35662.2,78808.1
Maharashtra,Aurangabad,1998,Rabi,Onion,39008.1,710224.2
Madhya Pradesh,Bhopal,2003,Rabi,Wheat,84553.8,272905.0
Tamil Nadu,Coimbatore,2021,Whole Year,Banana,49364.0,2405732.4
West Bengal,Bardhaman,2008,Kharif,Rice,20903.6,69184.3
Bihar,Bhagalpur,2016,Kharif,Rice,31701.5,99656.6
Tamil Nadu,Madurai,2008,Whole Year,Sugarcane,17904.2,1167990.2
Assam,Silchar,2004,Kharif,Jute,70105.5,135878.5
Uttar Pradesh,Lucknow,2018,Whole Year,Sugarcane,100743.4,7312523.1
Maharashtra,Kolhapur,2012,Kharif,Jowar,29972.8,28521.0
Karnataka,Bengaluru Rural,2012,Kharif,Tur,70107.1,61125.6
Rajasthan,Bikaner,2001,Kharif,Soybean,52886.1,60523.7
West Bengal,Murshidabad,2012,Kharif,Jute,45225.9,105089.1
Tamil Nadu,Thanjavur,2009,Winter,Rice,3690.0,9246.6
Tamil Nadu,Madurai,2002,Whole Year,Coconut,53089.0,347769.7
Uttar Pradesh,Kanpur,2019,Rabi,Potato,33610.9,867963.7
Madhya Pradesh,Jabalpur,2005,Kharif,Jowar,27845.7,28894.2
Odisha,Puri,2004,Kharif,Rice,15820.9,39457.8
Assam,Dibrugarh,2001,Kharif,Jute,72526.2,158301.6
Madhya Pradesh,Gwalior,2004,Kharif,Soybean,30614.6,26989.1
Rajasthan,Kota,2011,Kharif,Bajra,74273.9,122243.1
Odisha,Sambalpur,2003,Kharif,Jute,54927.2,147613.0
Uttar Pradesh,Kanpur,2000, Kharif ,Tur,31903.4,26787.1
Karnataka,Bengaluru Rural,2012,Rabi,Groundnut,11432.4,16489.4
Madhya Pradesh,Gwalior,2015,Rabi,Maize,24873.5,79432.6
Maharashtra,Nagpur,2005,Kharif,Onion,57986.4,1056838.2
Uttar Pradesh,Agra,1998,Kharif,Tur,22867.6,18996.8
Andhra Pradesh,Krishna,2014,Winter,Rice,8341.6,24723.8
Gujarat,Vadodara,2006,Kharif,Cotton,13433.8,6353.6
Rajasthan,Jodhpur,2016,Rabi,Mustard,36678.3,69119.3
Karnataka,Bengaluru Rural,2000,Kharif,Maize,23390.1,65473.4
Rajasthan,Bikaner,1999,Rabi,Wheat,80502.1,267918.9
Bihar,Bhagalpur,2006,Kharif,Rice,19426.6,43421.3
Kerala,Palakkad,2000,Whole Year,Coconut,86131.8,
Karnataka,Belagavi,2002,Kharif,Sunflower,29867.2,22120.4
Tamil Nadu,Madurai,2000,Autumn,Rice,3763.7,10247.0
Bihar,Gaya,2016,Rabi,Potato,58901.3,2123006.7
Maharashtra,Pune,2005,Kharif,Cotton,75326.1,42641.1
Andhra Pradesh,Krishna,2018,Rabi,Groundnut,16804.4,32239.8
Andhra Pradesh,Anantapur,2021,Kharif,Groundnut,17350.3,29883.8
Tamil Nadu,Thanjavur,2001,Kharif,Rice,8278.0,22340.6
Karnataka,Belagavi,2009,Kharif,Groundnut,11514.2,13999.0
Gujarat,Rajkot,2010,Rabi,Groundnut,28284.5,41196.4
Tamil Nadu,Madurai,2008,Winter,Rice,4034.1,11581.9
Rajasthan,Kota,2015,Rabi,Mustard,55948.4,51809.2
Assam,Guwahati,2021,Kharif,Jute,113544.2,281014.0
Madhya Pradesh,Jabalpur,2018,Rabi,Jowar,26526.1,25185.0
Tamil Nadu,Madurai,2004,Whole Year,Sugarcane,23924.3,1031573.5
Maharashtra,Kolhapur,2010,Whole Year,Banana,37114.1,1497406.0
Madhya Pradesh,Bhopal,2019,Rabi,Jowar,20094.7,16132.3
Andhra Pradesh,Anantapur,2019,Winter,Rice,7708.0,22517.7
Andhra Pradesh,Krishna,2004,Kharif,Cotton,87594.9,37231.1
Bihar,Gaya,2011, Autumn ,Rice,11663.6,37937.0
Uttar Pradesh,Meerut,2001,Rabi,Mustard,23851.9,39810.4
Maharashtra,Nagpur,2001,Rabi,Onion,53811.5,
Andhra Pradesh,Krishna,2008,Kharif,Rice,14378.8,39799.4
Maharashtra,Aurangabad,2011,Whole Year,Banana,44316.9,1806294.5
Bihar,Patna,2003,Rabi,Maize,29562.3,
Maharashtra,Nagpur,2000,Whole Year,Banana,32777.6,1061788.9
Odisha,Balasore,1998,Winter,Rice,11631.3,27830.6
Karnataka,Ballari,2002,Kharif,Tur,97139.8,75678.3
Gujarat,Rajkot,2000, Whole Year ,Banana,44831.4,1820500.0
Karnataka,Ballari,2012,Kharif,Tobacco,51067.0,73351.7
Madhya Pradesh,Jabalpur,2014,Rabi,Gram,61684.9,53599.4
Rajasthan,Kota,2000,Rabi,Gram,109285.2,106399.3
West Bengal,Nadia,1999,Kharif,Rice,25355.2,61241.1
Uttar Pradesh,Kanpur,2002,Rabi,Barley,68861.0,133092.4
Uttar Pradesh,Meerut,1997,Rabi,Wheat,74915.5,250805.5
Maharashtra,Aurangabad,2006,Whole Year,Banana,27656.1,1152030.4
Tamil Nadu,Coimbatore,2016,Kharif,Rice,7904.8,20975.4
Gujarat,Rajkot,2011,Kharif,Bajra,21137.8,27035.8
Tamil Nadu,Coimbatore,2015, Autumn ,Rice,2384.3,6161.7
Punjab,Patiala,1999,Kharif,Cotton,87118.0,40222.1
Andhra Pradesh,Chittoor,2000,Kharif,Maize,35046.4,118805.7
West Bengal,Bardhaman,2019,Winter,Rice,26183.4,71413.2
Punjab,Ludhiana,2005,Kharif,Rice,12959.3,34446.5
Gujarat,Vadodara,2018,Whole Year,Banana,98142.0,4345681.4
Karnataka,Ballari,1997,Whole Year,Coconut,61657.1,594186.0
Uttar Pradesh,Varanasi,2014,Kharif,Bajra,34641.5,44600.6
Punjab,Jalandhar,2016,Rabi,Wheat,75948.3,257146.9
West Bengal,Murshidabad,2014,Rabi,Potato,60437.5,1528421.3
Gujarat,Vadodara,2012,Kharif,Tobacco,58027.8,101342.7
Madhya Pradesh,Gwalior,2001,Rabi,Jowar,19213.0,16478.8
Karnataka,Ballari,2021,Rabi,Sunflower,35050.0,20865.2
Karnataka,Ballari,2015,Rabi,Sunflower,47840.9,33886.1
Gujarat,Ahmedabad,1999, Rabi ,Groundnut,39882.3,56922.2
Uttar Pradesh,Kanpur,2021,Kharif,Tur,37066.5,32336.2
Madhya Pradesh,Gwalior,2004, Rabi ,Gram,60702.7,52138.1
Gujarat,Vadodara,2003,Rabi,Groundnut,28644.7,36859.8
Uttar Pradesh,Kanpur,2004,Rabi,Mustard,18315.0,19738.2
Karnataka,Bengaluru Rural,2017,Kharif,Maize,42967.7,135100.6
Uttar Pradesh,Meerut,1997,Rabi,Potato,24233.8,505513.3
West Bengal,Bardhaman,2020, Winter ,Rice,20534.0,59784.3
Uttar Pradesh,Lucknow,2015,Rabi,Gram,22372.6,21666.1
Maharashtra,Nagpur,2001,Kharif,Tur,39078.8,32195.1
Tamil Nadu,Coimbatore,2015, Kharif ,Groundnut,7369.4,10167.2
Bihar,Patna,2013,Autumn,Rice,11127.4,29606.9
Punjab,Jalandhar,2019, Kharif ,Cotton,85253.8,53275.1
Andhra Pradesh,Guntur,2004,Kharif,Rice,11037.4,24348.3
West Bengal,Hooghly,2009,Kharif,Rice,31468.9,84598.5
Assam,Dibrugarh,2018,Kharif,Rice,22244.4,69623.6
Gujarat,Surat,2013,Kharif,Groundnut,28058.5,39488.0
Haryana,Rohtak,2019,Rabi,Mustard,52872.0,85986.2
West Bengal,Nadia,2017,Autumn,Rice,10705.0,32681.2
Haryana,Rohtak,2000,Rabi,Wheat,29485.5,97016.8
Haryana,Karnal,1997,Kharif,Bajra,68764.4,81033.5
Maharashtra,Nashik,1998,Kharif,Jowar,31399.3,37880.6
Gujarat,Surat,2019,Kharif,Cotton,22368.3,11493.5
West Bengal,Bardhaman,2003,Rabi,Potato,32184.6,646549.8
Uttar Pradesh,Varanasi,2002,Whole Year,Sugarcane,108328.9,6647131.6
Tamil Nadu,Madurai,2020, Autumn ,Rice,3104.4,11048.0
Uttar Pradesh,Varanasi,1999,Whole Year,Sugarcane,70839.8,5020921.2
Haryana,Rohtak,1999,Kharif,Bajra,107304.2,117733.5
Madhya Pradesh,Jabalpur,2016,Rabi,Gram,81139.3,89097.5
West Bengal,Nadia,2010,Rabi,Potato,35152.4,734182.1
Tamil Nadu,Thanjavur,2007,Whole Year,Coconut,56485.1,588159.8
Uttar Pradesh,Meerut,2003,Rabi,Wheat,64368.4,227046.6
Uttar Pradesh,Lucknow,2015,Rabi,Mustard,30426.3,43105.0
Andhra Pradesh,Chittoor,2008,Rabi,Groundnut,18941.3,27647.1
Tamil Nadu,Madurai,2009,Kharif,Groundnut,6924.3,9905.0
West Bengal,Hooghly,2009,Winter,Rice,13551.3,39657.0
Karnataka,Mysuru,2008,Whole Year,Sugarcane,92562.5,6449208.7
Haryana,Rohtak,2019, Kharif ,Bajra,65754.7,84388.9
Gujarat,Rajkot,2014,Kharif,Groundnut,25967.4,30853.4
Tamil Nadu,Coimbatore,2021,Kharif,Rice,6371.4,21185.9
Bihar,Gaya,2019,Winter,Rice,20051.9,64860.6
Punjab,Patiala,2016,Kharif,Cotton,123154.2,62592.8
Uttar Pradesh,Lucknow,2008,Winter,Rice,8240.2,24222.3
Madhya Pradesh,Indore,1999, Rabi ,Maize,39353.7,113230.5
Gujarat,Vadodara,2016,Kharif,Tobacco,57630.0,114396.6
Uttar Pradesh,Meerut,2003,Rabi,Potato,29969.6,728318.4
Andhra Pradesh,Krishna,2012,Winter,Rice,8046.5,26590.0
Tamil Nadu,Thanjavur,2002,Winter,Rice,4401.7,10173.1
Andhra Pradesh,Anantapur,2000,Kharif,Sunflower,13380.1,11606.7
West Bengal,Nadia,2010,Winter,Rice,13393.9,34668.2
Assam,Silchar,1998,Winter,Rice,22193.5,53890.1
Rajasthan,Jodhpur,2014,Rabi,Barley,19754.6,46656.8
Andhra Pradesh,Krishna,2003,Winter,Rice,6447.0,15333.2
Gujarat,Rajkot,2000, Kharif ,Cotton,16185.7,7804.3
Bihar,Gaya,2004,Winter,Rice,12199.1,27142.8
Haryana,Rohtak,2012,Kharif,Bajra,71031.5,90528.5
Karnataka,Ballari,2006,Rabi,Onion,22021.4,441119.3
Tamil Nadu,Madurai,2007,Rabi,Groundnut,7204.9,10795.2
Rajasthan,Kota,1997,Rabi,Barley,25504.1,62980.3
Punjab,Ludhiana,1997,Winter,Rice,9987.7,23611.3
