State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Decade
Karnataka,Ballari,2016,Rabi,Groundnut,20189.1,28146.9,1.394,2010
Rajasthan,Kota,2015,Rabi,Gram,74541.1,49384.3,0.663,2010
Haryana,Hisar,2020,Kharif,Bajra,75786.0,108597.0,1.433,2020
Andhra Pradesh,Chittoor,1998,Kharif,Groundnut,20852.3,33841.9,1.623,1990
Karnataka,Mysuru,2004,Kharif,Maize,33466.9,80799.3,2.414,2000
Andhra Pradesh,Anantapur,1997,Kharif,Cotton,77711.9,40151.8,0.517,1990
Karnataka,Belagavi,2015,Rabi,Groundnut,14821.6,18508.9,1.249,2010
Gujarat,Surat,2009,Rabi,Groundnut,29716.4,35391.0,1.191,2000
Uttar Pradesh,Lucknow,2020,Rabi,Gram,20014.7,25253.2,1.262,2020
Uttar Pradesh,Agra,2014,Rabi,Barley,81943.9,140783.5,1.718,2010
Andhra Pradesh,Krishna,2008,Kharif,Maize,48461.2,139964.5,2.888,2000
Maharashtra,Pune,2008,Kharif,Jowar,29503.3,22397.3,0.759,2000
Odisha,Balasore,2016,Kharif,Rice,19798.3,58206.1,2.94,2010
Maharashtra,Nashik,2019,Kharif,Jowar,32958.1,30141.4,0.915,2010
West Bengal,Murshidabad,2013,Autumn,Rice,10866.6,30120.6,2.772,2010
Uttar Pradesh,Meerut,2018,Winter,Rice,10954.2,37677.6,3.44,2010
Uttar Pradesh,Varanasi,2017,Kharif,Bajra,49156.0,64158.6,1.305,2010
Haryana,Hisar,2017,Rabi,Mustard,98546.5,129622.3,1.315,2010
Karnataka,Belagavi,2005,Rabi,Maize,31458.2,92195.6,2.931,2000
West Bengal,Bardhaman,2015,Kharif,Rice,21876.6,60865.9,2.782,2010
Andhra Pradesh,Chittoor,2000,Rabi,Groundnut,13106.0,19210.7,1.466,2000
Andhra Pradesh,Chittoor,2004,Rabi,Maize,29232.6,77735.1,2.659,2000
Tamil Nadu,Madurai,2019,Whole Year,Banana,53066.8,2155981.0,40.628,2010
Uttar Pradesh,Lucknow,2019,Kharif,Bajra,45594.9,65960.2,1.447,2010
Haryana,Panipat,2002,Rabi,Mustard,87588.4,66279.1,0.757,2000
Madhya Pradesh,Jabalpur,2001,Kharif,Maize,20608.9,68111.8,3.305,2000
Punjab,Amritsar,2001,Kharif,Rice,11400.9,31818.418240742525,2.791,2000
Rajasthan,Jodhpur,2010,Rabi,Wheat,61439.1,205344.5,3.342,2010
Gujarat,Vadodara,2009,Kharif,Groundnut,42082.4,48270.5,1.147,2000
Madhya Pradesh,Bhopal,2010,Rabi,Barley,42381.2,95171.9,2.246,2010
Gujarat,Rajkot,2020,Whole Year,Banana,43624.5,2158364.8,49.476,2020
Andhra Pradesh,Guntur,2020,Kharif,Rice,10226.5,30734.3,3.005,2020
Bihar,Bhagalpur,2021,Kharif,Rice,22932.1,72481.8,3.161,2020
Maharashtra,Kolhapur,1997,Whole Year,Banana,39869.7,1491735.1,37.415,1990
West Bengal,Murshidabad,1997,Kharif,Rice,20977.1,64885.7,3.093,1990
Uttar Pradesh,Kanpur,2015,Kharif,Rice,19577.9,51106.4,2.61,2010
Punjab,Jalandhar,2010,Winter,Rice,6475.5,16349.6,2.525,2010
Karnataka,Belagavi,2021,Kharif,Groundnut,22817.3,41496.9,1.819,2020
Madhya Pradesh,Bhopal,2010,Kharif,Jowar,22732.8,23322.1,1.026,2010
Gujarat,Vadodara,2021,Kharif,Onion,13271.8,433890.8,32.693,2020
West Bengal,Hooghly,1998,Rabi,Potato,39240.1,859395.6,21.901,1990
Rajasthan,Jodhpur,2021,Rabi,Mustard,38136.2,54955.1,1.441,2020
Gujarat,Rajkot,2003,Whole Year,Banana,45450.5,1473493.1,32.42,2000
Madhya Pradesh,Gwalior,2004,Rabi,Gram,60702.7,52138.1,0.859,2000
Madhya Pradesh,Jabalpur,2012,Kharif,Maize,53945.5,192475.6,3.568,2010
Rajasthan,Jaipur,2002,Rabi,Gram,82410.2,70367.2,0.854,2000
Odisha,Balasore,2013,Kharif,Jute,57647.9,147936.0,2.566,2010
Tamil Nadu,Madurai,2021,Kharif,Groundnut,11071.2,18129.3,1.638,2020
Karnataka,Ballari,2004,Kharif,Jowar,11906.1,8415.1,0.707,2000
Madhya Pradesh,Bhopal,2017,Kharif,Soybean,42702.9,77804.9,1.822,2010
Bihar,Muzaffarpur,2001,Autumn,Rice,8239.2,19560.1,2.374,2000
Maharashtra,Nagpur,2013,Kharif,Jowar,37621.5,36191.5,0.962,2010
Punjab,Amritsar,2013,Winter,Rice,5774.7,18387.9,3.184,2010
Karnataka,Mysuru,2019,Rabi,Jowar,10680.0,8165.8,0.765,2010
Uttar Pradesh,Lucknow,2001,Whole Year,Sugarcane,64927.7,4014988.7,61.838,2000
Madhya Pradesh,Bhopal,2016,Kharif,Soybean,41001.1,67114.7,1.637,2010
Karnataka,Belagavi,2010,Kharif,Groundnut,18313.2,29029.4,1.585,2010
Rajasthan,Jaipur,1998,Rabi,Barley,15378.6,38666.5,2.514,1990
Uttar Pradesh,Agra,2009,Rabi,Wheat,58156.6,160259.7,2.756,2000
Uttar Pradesh,Agra,2017,Rabi,Mustard,17650.7,25018.7,1.417,2010
West Bengal,Bardhaman,1997,Rabi,Potato,31128.0,694739.5,22.319,1990
Rajasthan,Jaipur,2014,Kharif,Soybean,54475.9,74457.0,1.367,2010
Tamil Nadu,Coimbatore,2009,Rabi,Groundnut,11530.0,11270.6,0.978,2000
Assam,Guwahati,2020,Autumn,Rice,12898.9,46208.9,3.582,2020
Madhya Pradesh,Jabalpur,2000,Rabi,Jowar,19610.8,20260.0,1.033,2000
Madhya Pradesh,Bhopal,2012,Kharif,Jowar,26784.2,24685.0,0.922,2010
Karnataka,Ballari,2014,Rabi,Jowar,9624.9,7323.0,0.761,2010
Karnataka,Mysuru,2015,Kharif,Tobacco,79015.6,119714.0,1.515,2010
Karnataka,Mysuru,2004,Kharif,Tobacco,61161.1,72523.2,1.186,2000
Karnataka,Ballari,2016,Rabi,Sunflower,44008.8,33615.5,0.764,2010
Andhra Pradesh,Krishna,2019,Autumn,Rice,5892.0,20847.5,3.538,2010
Uttar Pradesh,Lucknow,2011,Rabi,Gram,15558.9,19168.1,1.232,2010
Andhra Pradesh,Chittoor,2021,Rabi,Sunflower,7210.3,6005.9,0.833,2020
Karnataka,Bengaluru Rural,1998,Rabi,Groundnut,14954.6,21101.7,1.411,1990
Tamil Nadu,Thanjavur,2001,Kharif,Groundnut,10695.8,14448.7,1.351,2000
Madhya Pradesh,Gwalior,2013,Rabi,Maize,41958.7,160130.6,3.816,2010
West Bengal,Murshidabad,2004,Autumn,Rice,15060.8,27990.5,1.859,2000
Karnataka,Mysuru,2008,Kharif,Sunflower,30356.6,24456.4,0.806,2000
Tamil Nadu,Thanjavur,2018,Rabi,Groundnut,10407.6,18745.1,1.801,2010
Odisha,Cuttack,1999,Kharif,Rice,18757.7,54727.6,2.918,1990
Odisha,Sambalpur,2010,Winter,Rice,14191.0,42792.7,3.015,2010
Karnataka,Ballari,2012,Rabi,Jowar,13310.8,11381.2,0.855,2010
Uttar Pradesh,Kanpur,2006,Autumn,Rice,5791.3,16060.4,2.773,2000
West Bengal,Bardhaman,2001,Kharif,Jute,37324.5,101972.4,2.732,2000
Andhra Pradesh,Guntur,2001,Kharif,Maize,30013.3,98000.5,3.265,2000
Madhya Pradesh,Gwalior,2018,Rabi,Maize,43760.2,155071.0,3.544,2010
Andhra Pradesh,Guntur,2014,Kharif,Sunflower,10427.1,7014.9,0.673,2010
Odisha,Balasore,2006,Kharif,Jute,48688.5,110067.3814071736,2.261,2000
Uttar Pradesh,Meerut,2004,Kharif,Tur,33992.1,22108.4,0.65,2000
Tamil Nadu,Salem,2010,Winter,Rice,4499.7,12558.073183509121,2.791,2010
West Bengal,Murshidabad,2002,Kharif,Jute,43767.2,89746.9,2.051,2000
Tamil Nadu,Thanjavur,2006,Kharif,Rice,7263.8,22801.5,3.139,2000
Gujarat,Vadodara,2017,Kharif,Groundnut,40424.0,62470.2,1.545,2010
Rajasthan,Kota,2008,Kharif,Bajra,69788.5,83113.9,1.191,2000
Madhya Pradesh,Gwalior,2016,Rabi,Barley,29395.9,65027.6,2.212,2010
Rajasthan,Jaipur,2018,Rabi,Wheat,101489.3,412620.9,4.066,2010
Maharashtra,Nagpur,2017,Kharif,Cotton,122045.3,80617.6,0.661,2010
Andhra Pradesh,Guntur,1997,Rabi,Groundnut,18036.3,27510.1,1.525,1990
Andhra Pradesh,Anantapur,2012,Kharif,Tobacco,62138.2,103201.0,1.661,2010
Haryana,Rohtak,2013,Kharif,Bajra,83785.9,114880.7,1.371,2010
Gujarat,Vadodara,2013,Kharif,Bajra,21343.4,27542.0,1.29,2010
Madhya Pradesh,Gwalior,2017,Rabi,Jowar,22205.3,19853.1,0.894,2010
Karnataka,Ballari,2014,Kharif,Groundnut,14472.3,21829.7,1.508,2010
Andhra Pradesh,Guntur,2016,Rabi,Sunflower,12057.0,9350.4,0.776,2010
Madhya Pradesh,Indore,2012,Rabi,Gram,100211.1,112879.1,1.126,2010
Uttar Pradesh,Kanpur,1998,Autumn,Rice,4889.9,13125.5,2.684,1990
Tamil Nadu,Madurai,1998,Kharif,Groundnut,11276.6,18406.9,1.632,1990
Maharashtra,Nagpur,2017,Kharif,Onion,66865.2,1826587.0,27.317,2010
Karnataka,Bengaluru Rural,2014,Kharif,Tur,96633.6,80626.9,0.834,2010
Rajasthan,Bikaner,2008,Rabi,Barley,18600.8,51730.2,2.781,2000
Karnataka,Mysuru,2017,Kharif,Sunflower,39380.4,32065.6,0.814,2010
Karnataka,Bengaluru Rural,2001,Kharif,Jowar,12059.3,10475.1,0.869,2000
Andhra Pradesh,Anantapur,2013,Winter,Rice,9561.8,24045.7,2.515,2010
Bihar,Bhagalpur,2021,Rabi,Maize,32798.7,134921.7,4.114,2020
Karnataka,Belagavi,2000,Rabi,Sunflower,46784.8,39741.8,0.849,2000
Rajasthan,Bikaner,2020,Rabi,Gram,113426.9,144347.6,1.273,2020
West Bengal,Hooghly,2005,Kharif,Jute,34095.1,76550.0,2.245,2000
Uttar Pradesh,Lucknow,2009,Kharif,Rice,10287.0,25088.2,2.439,2000
West Bengal,Hooghly,2000,Rabi,Potato,37892.4,869367.7,22.943,2000
Andhra Pradesh,Guntur,2001,Rabi,Sunflower,9137.9,9212.9,1.008,2000
Bihar,Muzaffarpur,2003,Rabi,Potato,69932.3,1976660.6,28.265,2000
Tamil Nadu,Madurai,1999,Winter,Rice,4670.6,13289.8,2.845,1990
Odisha,Sambalpur,1999,Winter,Rice,11983.1,30519.2,2.547,1990
Andhra Pradesh,Chittoor,2020,Kharif,Groundnut,18871.9,27339.6,1.449,2020
Andhra Pradesh,Chittoor,2005,Rabi,Groundnut,18115.1,25860.6,1.428,2000
Tamil Nadu,Madurai,2012,Whole Year,Banana,34988.9,1704834.7,48.725,2010
West Bengal,Nadia,2018,Winter,Rice,26065.0,79070.2,3.034,2010
Haryana,Rohtak,2013,Rabi,Mustard,57685.7,84810.6,1.47,2010
Bihar,Muzaffarpur,2002,Kharif,Rice,24761.5,57548.2,2.324,2000
Tamil Nadu,Salem,2020,Whole Year,Sugarcane,29362.2,1951698.4,66.47,2020
Punjab,Patiala,2021,Winter,Rice,7390.2,23333.6,3.157,2020
Maharashtra,Nashik,2020,Rabi,Jowar,27578.8,26638.8,0.966,2020
Odisha,Balasore,2004,Autumn,Rice,9247.1,21360.9,2.31,2000
Uttar Pradesh,Varanasi,2006,Kharif,Bajra,40306.9,49744.1,1.234,2000
Rajasthan,Jodhpur,2005,Kharif,Soybean,47249.4,59638.0,1.262,2000
Maharashtra,Pune,2007,Kharif,Jowar,24491.5,24265.3,0.991,2000
Assam,Guwahati,2001,Winter,Rice,17407.8,54334.9,3.121,2000
Maharashtra,Nashik,2003,Kharif,Tur,30519.8,27953.7,0.916,2000
Uttar Pradesh,Agra,2000,Kharif,Rice,16734.9,38214.2,2.284,2000
Maharashtra,Kolhapur,2021,Whole Year,Sugarcane,19849.2,1381792.0,69.614,2020
Bihar,Gaya,2019,Rabi,Maize,38123.7,134195.8,3.52,2010
Uttar Pradesh,Varanasi,2005,Kharif,Rice,11624.2,34644.2,2.98,2000
Maharashtra,Pune,2021,Kharif,Jowar,34897.4,33842.2,0.97,2020
Maharashtra,Pune,2018,Rabi,Jowar,44836.6,38768.7,0.865,2010
Maharashtra,Kolhapur,1999,Rabi,Jowar,27866.8,23480.4,0.843,1990
Uttar Pradesh,Agra,2015,Kharif,Bajra,51994.5,56428.7,1.085,2010
Punjab,Jalandhar,2005,Winter,Rice,9269.3,24783.6,2.674,2000
Karnataka,Mysuru,2019,Rabi,Groundnut,19103.8,30318.6,1.587,2010
Bihar,Patna,2012,Rabi,Maize,43332.6,145473.5,3.357,2010
Karnataka,Mysuru,1998,Kharif,Groundnut,11552.1,19610.2,1.698,1990
Rajasthan,Jodhpur,2015,Kharif,Soybean,69446.4,94553.4,1.362,2010
Rajasthan,Bikaner,2012,Rabi,Wheat,65274.5,227963.2,3.492,2010
Tamil Nadu,Salem,2002,Whole Year,Sugarcane,29653.5,1609726.0,54.285,2000
Rajasthan,Bikaner,2004,Rabi,Barley,19365.6,38751.0,2.001,2000
Madhya Pradesh,Gwalior,2000,Kharif,Soybean,25665.4,32626.4,1.271,2000
Andhra Pradesh,Chittoor,2004,Whole Year,Banana,86745.4,2734900.8,31.528,2000
Gujarat,Rajkot,2000,Rabi,Onion,7969.7,164164.1,20.599,2000
Andhra Pradesh,Krishna,2021,Rabi,Maize,51458.9,210067.5,4.082,2020
Gujarat,Vadodara,2005,Kharif,Groundnut,27298.2,38006.3,1.392,2000
Gujarat,Rajkot,2016,Kharif,Cotton,26268.0,15514.3,0.591,2010
Uttar Pradesh,Kanpur,2003,Winter,Rice,7876.3,23752.0,3.016,2000
Punjab,Patiala,2015,Kharif,Rice,14145.8,34297.4,2.425,2010
Karnataka,Mysuru,2002,Kharif,Maize,28565.8,64924.3,2.273,2000
West Bengal,Nadia,2004,Kharif,Rice,34209.6,91046.1,2.661,2000
Gujarat,Surat,2012,Kharif,Cotton,22637.2,12996.9,0.574,2010
Odisha,Balasore,2019,Kharif,Rice,24215.0,91395.8,3.774,2010
Tamil Nadu,Thanjavur,2004,Autumn,Rice,3944.5,8376.1,2.123,2000
Karnataka,Mysuru,2000,Kharif,Tur,97032.1,86561.2,0.892,2000
Tamil Nadu,Thanjavur,2019,Whole Year,Sugarcane,25308.7,1755608.2049658352,69.368,2010
West Bengal,Hooghly,2006,Kharif,Jute,31151.1,67138.2,2.155,2000
Uttar Pradesh,Varanasi,2016,Kharif,Bajra,34841.2,44233.4,1.27,2010
Karnataka,Bengaluru Rural,2002,Whole Year,Coconut,71220.0,607785.2,8.534,2000
Gujarat,Ahmedabad,2011,Rabi,Groundnut,37138.9,59976.4,1.615,2010
Uttar Pradesh,Meerut,2012,Rabi,Gram,21999.0,25184.9,1.145,2010
Andhra Pradesh,Chittoor,2007,Kharif,Rice,12438.4,33620.0,2.703,2000
Maharashtra,Kolhapur,2021,Rabi,Onion,56031.1,1736828.0,30.998,2020
Kerala,Palakkad,2011,Whole Year,Coconut,83076.0,910967.3,10.965,2010
Kerala,Thrissur,1999,Whole Year,Coconut,128301.7,1135769.4,8.852,1990
Karnataka,Mysuru,2017,Kharif,Tur,85500.0,78651.5,0.92,2010
Karnataka,Ballari,2007,Kharif,Maize,27528.3,97460.0,3.54,2000
Andhra Pradesh,Guntur,2018,Kharif,Tobacco,65161.3,117859.5,1.809,2010
Gujarat,Surat,2014,Whole Year,Banana,91592.7,3672260.8,40.093,2010
West Bengal,Nadia,2001,Kharif,Rice,22666.7,63259.79008126014,2.791,2000
Karnataka,Bengaluru Rural,2015,Kharif,Onion,23715.0,443474.3,18.7,2010
West Bengal,Murshidabad,2003,Winter,Rice,18849.2,55890.2,2.965,2000
Tamil Nadu,Salem,2019,Kharif,Groundnut,11790.0,19913.7,1.689,2010
Karnataka,Mysuru,2019,Rabi,Onion,26303.6,676384.4,25.715,2010
Uttar Pradesh,Kanpur,2005,Whole Year,Sugarcane,78405.1,6337791.4,80.834,2000
Rajasthan,Kota,2009,Rabi,Mustard,27551.1,26522.0,0.963,2000
Assam,Dibrugarh,2018,Kharif,Jute,90644.9,217540.5,2.4,2010
Andhra Pradesh,Chittoor,2019,Kharif,Groundnut,20407.3,31624.1,1.55,2010
Tamil Nadu,Salem,2016,Kharif,Groundnut,12520.6,17100.2,1.366,2010
Assam,Dibrugarh,2020,Kharif,Rice,31863.3,116540.4,3.658,2020
Haryana,Rohtak,1999,Rabi,Wheat,22978.8,78320.3,3.408,1990
Uttar Pradesh,Lucknow,1999,Kharif,Tur,41695.7,35925.0,0.862,1990
Tamil Nadu,Coimbatore,2007,Whole Year,Sugarcane,21396.8,1584298.6,74.044,2000
Karnataka,Mysuru,2006,Kharif,Groundnut,16365.5,22884.7,1.398,2000
West Bengal,Hooghly,2007,Rabi,Potato,30691.8,762262.1,24.836,2000
Gujarat,Rajkot,2006,Whole Year,Banana,72645.4,2894751.0,39.848,2000
Assam,Silchar,2007,Autumn,Rice,12524.4,32492.6,2.594,2000
Andhra Pradesh,Anantapur,2006,Kharif,Cotton,79100.9,41764.7,0.528,2000
Madhya Pradesh,Jabalpur,2008,Rabi,Barley,41354.8,109767.5,2.654,2000
Assam,Guwahati,2002,Autumn,Rice,11077.0,27052.6,2.442,2000
Odisha,Cuttack,2016,Kharif,Jute,50346.5,111651.3,2.218,2010
Punjab,Amritsar,2019,Kharif,Rice,13502.6,37201.9,2.755,2010
Punjab,Amritsar,2010,Kharif,Rice,14893.8,48772.8,3.275,2010
Tamil Nadu,Madurai,2000,Whole Year,Banana,42466.2,1335460.1,31.448,2000
Odisha,Balasore,2021,Kharif,Rice,15076.9,48465.4,3.215,2020
Tamil Nadu,Coimbatore,2017,Kharif,Rice,8987.9,28258.8,3.144,2010
Karnataka,Mysuru,2001,Whole Year,Sugarcane,75684.0,5074819.0,67.053,2000
Odisha,Puri,1997,Winter,Rice,7823.1,23990.2,3.067,1990
West Bengal,Murshidabad,2004,Rabi,Potato,34977.3,864117.9,24.705,2000
Gujarat,Vadodara,2011,Kharif,Groundnut,28367.7,32948.4,1.161,2010
Karnataka,Belagavi,2009,Whole Year,Sugarcane,95563.9,6186744.1,64.739,2000
Rajasthan,Jaipur,2002,Kharif,Soybean,35564.9,42419.6,1.193,2000
Kerala,Palakkad,2013,Whole Year,Coconut,105035.6,980844.7,9.338,2010
Gujarat,Ahmedabad,2007,Rabi,Onion,15524.2,326323.7,21.02,2000
Andhra Pradesh,Guntur,1997,Kharif,Rice,8857.3,22728.8,2.566,1990
Madhya Pradesh,Bhopal,2003,Rabi,Jowar,21655.4,23500.4,1.085,2000
Rajasthan,Jaipur,2016,Rabi,Barley,18590.4,41194.3,2.216,2010
Assam,Dibrugarh,2006,Autumn,Rice,11299.6,29198.6,2.584,2000
Bihar,Patna,2009,Winter,Rice,18351.9,47521.1,2.589,2000
Assam,Guwahati,2009,Kharif,Rice,36173.3,98448.6,2.722,2000
Maharashtra,Nagpur,2017,Kharif,Soybean,84468.1,126187.6,1.494,2010
Bihar,Muzaffarpur,2002,Winter,Rice,10233.9,22301.6,2.179,2000
West Bengal,Murshidabad,2018,Rabi,Potato,58463.4,1867978.2,31.951,2010
Maharashtra,Aurangabad,2015,Kharif,Soybean,102977.3,151644.1,1.473,2010
Bihar,Patna,2003,Kharif,Rice,24782.6,64252.8,2.593,2000
Rajasthan,Kota,2011,Rabi,Barley,27069.9,61180.9,2.26,2010
Uttar Pradesh,Varanasi,2004,Rabi,Potato,19348.5,451115.4,23.315,2000
Madhya Pradesh,Bhopal,2013,Rabi,Jowar,33612.8,30701.013784953197,0.913,2010
Karnataka,Ballari,1999,Kharif,Sunflower,47850.0,37902.6,0.792,1990
West Bengal,Hooghly,2020,Rabi,Potato,62735.9,2034248.3,32.426,2020
Maharashtra,Aurangabad,2011,Kharif,Jowar,22558.2,18596.4,0.824,2010
Maharashtra,Pune,2013,Kharif,Soybean,88791.7,166417.2,1.874,2010
Rajasthan,Jaipur,2010,Rabi,Mustard,32771.2,48654.7,1.485,2010
Andhra Pradesh,Chittoor,2011,Rabi,Sunflower,11184.1,7739.2,0.692,2010
Karnataka,Bengaluru Rural,2014,Kharif,Sunflower,31369.4,22530.8,0.718,2010
Andhra Pradesh,Guntur,2001,Winter,Rice,5641.0,16159.5,2.865,2000
Haryana,Karnal,2007,Kharif,Bajra,63928.6,69891.2,1.093,2000
Madhya Pradesh,Gwalior,2016,Rabi,Maize,49310.7,169957.3,3.447,2010
Gujarat,Rajkot,2010,Kharif,Onion,10631.9,197293.0,18.557,2010
Karnataka,Bengaluru Rural,2008,Kharif,Tobacco,46370.4,87992.3,1.898,2000
Madhya Pradesh,Bhopal,2004,Rabi,Barley,46482.6,80659.7,1.735,2000
Maharashtra,Pune,2003,Rabi,Onion,37901.7,734868.7,19.389,2000
Odisha,Puri,2018,Autumn,Rice,10317.1,35887.9,3.478,2010
Uttar Pradesh,Varanasi,2017,Whole Year,Sugarcane,96472.0,7311982.8,75.794,2010
Uttar Pradesh,Agra,2004,Kharif,Rice,16269.5,34503.2,2.121,2000
Tamil Nadu,Madurai,2007,Kharif,Rice,5760.1,13624.9,2.365,2000
Punjab,Ludhiana,2010,Kharif,Cotton,92999.7,42736.1,0.46,2010
Karnataka,Mysuru,2020,Rabi,Sunflower,50996.2,42446.3,0.832,2020
Andhra Pradesh,Anantapur,2000,Kharif,Cotton,69603.3,29145.0,0.419,2000
Tamil Nadu,Salem,2005,Whole Year,Banana,27320.4,1080540.3,39.551,2000
Gujarat,Ahmedabad,2016,Kharif,Onion,15477.1,368075.3,23.782,2010
Madhya Pradesh,Jabalpur,2008,Kharif,Jowar,24077.3,23513.7,0.977,2000
Andhra Pradesh,Chittoor,2018,Kharif,Cotton,61978.5,32096.2,0.518,2010
Tamil Nadu,Coimbatore,2014,Winter,Rice,4141.4,9124.6,2.203,2010
Odisha,Balasore,2017,Kharif,Jute,46751.5,108838.7,2.328,2010
Punjab,Jalandhar,1998,Rabi,Wheat,62685.6,168781.0,2.693,1990
Madhya Pradesh,Gwalior,2009,Kharif,Soybean,36039.6,41140.2,1.142,2000
Karnataka,Mysuru,1999,Rabi,Groundnut,15033.5,19735.6,1.313,1990
Uttar Pradesh,Agra,2018,Rabi,Potato,33084.5,1220485.8,36.89,2010
Maharashtra,Nashik,2012,Kharif,Soybean,95014.8,147788.0,1.555,2010
Gujarat,Surat,1998,Rabi,Groundnut,34652.1,51651.9,1.491,1990
Bihar,Bhagalpur,2009,Autumn,Rice,11643.0,28940.5,2.486,2000
Punjab,Patiala,1998,Autumn,Rice,4299.6,11863.7,2.759,1990
Karnataka,Mysuru,2016,Kharif,Tur,97100.6,87285.2,0.899,2010
Rajasthan,Kota,2015,Rabi,Mustard,55948.4,51809.2,0.926,2010
Karnataka,Ballari,2005,Rabi,Onion,23040.5,560047.3,24.307,2000
Rajasthan,Kota,2002,Kharif,Bajra,73933.1,85530.2,1.157,2000
Karnataka,Ballari,2007,Kharif,Tobacco,80838.8,160947.3,1.991,2000
Punjab,Ludhiana,2017,Autumn,Rice,4497.8,12618.7,2.806,2010
Gujarat,Vadodara,2007,Rabi,Groundnut,27377.0,36542.1,1.335,2000
Haryana,Karnal,2021,Rabi,Wheat,44181.8,169518.8,3.837,2020
Bihar,Bhagalpur,1998,Autumn,Rice,9016.1,25170.8,2.792,1990
Madhya Pradesh,Gwalior,2016,Kharif,Jowar,27542.1,28359.0,1.03,2010
Uttar Pradesh,Agra,2001,Rabi,Gram,14054.9,16016.0,1.14,2000
Gujarat,Ahmedabad,2017,Whole Year,Banana,63279.0,2748123.7,43.429,2010
Bihar,Bhagalpur,2014,Rabi,Maize,38617.3,124957.02289640575,3.236,2010
Haryana,Hisar,2016,Rabi,Wheat,30067.3,135240.1,4.498,2010
Gujarat,Rajkot,2009,Rabi,Onion,15198.4,191202.4,12.58,2000
Odisha,Balasore,2015,Winter,Rice,8949.3,20536.1,2.295,2010
Karnataka,Belagavi,2005,Rabi,Jowar,7579.5,6984.0,0.921,2000
Karnataka,Mysuru,2018,Rabi,Sunflower,43996.2,35907.4,0.816,2010
Bihar,Patna,2017,Rabi,Potato,71828.3,2091840.0,29.123,2010
Andhra Pradesh,Chittoor,2011,Winter,Rice,5615.8,15481.8,2.757,2010
Uttar Pradesh,Varanasi,2017,Rabi,Wheat,81972.6,328250.0,4.004,2010
Andhra Pradesh,Guntur,2011,Rabi,Groundnut,14813.2,20841.1,1.407,2010
Andhra Pradesh,Anantapur,2011,Kharif,Tobacco,76690.9,145239.0,1.894,2010
Maharashtra,Pune,2005,Kharif,Jowar,24532.4,19578.8,0.798,2000
Maharashtra,Pune,2006,Whole Year,Sugarcane,19495.6,1149828.3,58.979,2000
Bihar,Bhagalpur,2010,Rabi,Maize,29022.5,110113.7,3.794,2010
Uttar Pradesh,Meerut,2008,Whole Year,Sugarcane,56958.5,4134697.6,72.591,2000
Gujarat,Ahmedabad,2004,Kharif,Bajra,19268.3,17310.9,0.898,2000
Tamil Nadu,Coimbatore,2006,Autumn,Rice,2645.7,7394.1,2.795,2000
Uttar Pradesh,Meerut,2020,Autumn,Rice,5627.4,17881.4,3.178,2020
Karnataka,Ballari,2004,Whole Year,Coconut,67254.4,458837.2,6.822,2000
Maharashtra,Kolhapur,2015,Kharif,Jowar,38195.4,31136.6,0.815,2010
Maharashtra,Nashik,2009,Whole Year,Sugarcane,17085.3,1119463.8,65.522,2000
Gujarat,Surat,2011,Whole Year,Banana,74784.6,3021632.1,40.404,2010
West Bengal,Nadia,2015,Autumn,Rice,12229.4,33104.9,2.707,2010
Karnataka,Bengaluru Rural,2000,Kharif,Onion,20991.4,330041.3,15.723,2000
Maharashtra,Kolhapur,2002,Whole Year,Sugarcane,20302.5,1069236.1,52.665,2000
Andhra Pradesh,Krishna,2016,Kharif,Maize,30682.0,114369.2,3.728,2010
Madhya Pradesh,Indore,2010,Rabi,Maize,41522.7,163698.4,3.942,2010
Uttar Pradesh,Kanpur,2002,Rabi,Gram,19623.4,15435.6,0.787,2000
Gujarat,Ahmedabad,2008,Kharif,Groundnut,42213.4,68463.1,1.622,2000
Karnataka,Belagavi,2012,Kharif,Onion,21973.5,489846.1,22.293,2010
West Bengal,Nadia,2014,Autumn,Rice,9267.5,20942.5,2.26,2010
Maharashtra,Nashik,2015,Rabi,Onion,69143.7,1493781.9,21.604,2010
Punjab,Ludhiana,2016,Winter,Rice,5198.7,17497.6,3.366,2010
Gujarat,Vadodara,2014,Rabi,Onion,13901.6,328052.6,23.598,2010
Karnataka,Bengaluru Rural,2000,Whole Year,Sugarcane,108429.6,6269236.9,57.819,2000
Uttar Pradesh,Varanasi,2020,Rabi,Wheat,117897.2,488119.8,4.14,2020
Andhra Pradesh,Anantapur,2004,Kharif,Maize,28309.7,71263.4,2.517,2000
Bihar,Gaya,2003,Winter,Rice,12413.7,36734.7,2.959,2000
Madhya Pradesh,Gwalior,2010,Rabi,Wheat,111184.3,409069.2,3.679,2010
Madhya Pradesh,Jabalpur,2000,Rabi,Maize,20047.5,53135.6,2.65,2000
Madhya Pradesh,Jabalpur,2007,Rabi,Jowar,18116.6,15402.2,0.85,2000
Gujarat,Surat,2019,Rabi,Onion,17627.3,380612.4,21.592,2010
West Bengal,Hooghly,2013,Winter,Rice,17950.5,64211.1,3.577,2010
Andhra Pradesh,Chittoor,2009,Rabi,Sunflower,10973.3,6481.5,0.591,2000
Kerala,Palakkad,2014,Whole Year,Coconut,73563.2,539156.7,7.329,2010
